city,year,age,count,sex
CV,1997,0-14,2.0,female
CV,1998,0-14,2.0,female
CV,2001,0-14,2.0,female
CV,2002,0-14,2.0,female
CV,2003,0-14,1.0,female
CV,2004,0-14,2.0,female
CV,2005,0-14,2.0,female
CV,2006,0-14,2.0,female
CV,2007,0-14,0.0,female
CV,2008,0-14,6.0,female
CY,1995,0-14,0.0,female
CY,1996,0-14,0.0,female
CY,1998,0-14,0.0,female
CY,1999,0-14,4.0,female
CY,2002,0-14,0.0,female
CY,2003,0-14,0.0,female
CY,2004,0-14,0.0,female
CY,2005,0-14,0.0,female
CY,2006,0-14,0.0,female
CY,2007,0-14,0.0,female
CY,2008,0-14,0.0,female
CZ,1995,0-14,0.0,female
CZ,1996,0-14,1.0,female
CZ,1997,0-14,0.0,female
CZ,1998,0-14,1.0,female
CZ,1999,0-14,1.0,female
CZ,2000,0-14,0.0,female
CZ,2001,0-14,0.0,female
CZ,2002,0-14,0.0,female
CZ,2003,0-14,0.0,female
CZ,2004,0-14,0.0,female
CZ,2005,0-14,0.0,female
CZ,2006,0-14,0.0,female
CZ,2007,0-14,0.0,female
CZ,2008,0-14,0.0,female
DE,1995,0-14,17.0,female
DE,1996,0-14,19.0,female
DE,1997,0-14,16.0,female
DE,1998,0-14,11.0,female
DE,1999,0-14,15.0,female
DE,2001,0-14,1.0,female
DE,2002,0-14,1.0,female
DE,2003,0-14,10.0,female
DE,2004,0-14,6.0,female
DE,2005,0-14,4.0,female
DE,2006,0-14,7.0,female
DE,2007,0-14,4.0,female
DE,2008,0-14,6.0,female
DJ,1996,0-14,31.0,female
DJ,1997,0-14,51.0,female
DJ,1998,0-14,28.0,female
DJ,1999,0-14,20.0,female
DJ,2000,0-14,12.0,female
DJ,2001,0-14,17.0,female
DJ,2002,0-14,18.0,female
DJ,2003,0-14,19.0,female
DJ,2004,0-14,16.0,female
DJ,2005,0-14,23.0,female
DJ,2006,0-14,24.0,female
DJ,2007,0-14,8.0,female
DJ,2008,0-14,22.0,female
DK,1995,0-14,2.0,female
DK,1996,0-14,0.0,female
DK,1997,0-14,1.0,female
DK,1998,0-14,1.0,female
DK,1999,0-14,1.0,female
DK,2000,0-14,5.0,female
DK,2001,0-14,5.0,female
DK,2002,0-14,1.0,female
DK,2003,0-14,0.0,female
DK,2004,0-14,2.0,female
DK,2005,0-14,2.0,female
DK,2006,0-14,1.0,female
DK,2007,0-14,1.0,female
DK,2008,0-14,2.0,female
DM,1996,0-14,0.0,female
DM,1997,0-14,0.0,female
DM,1998,0-14,0.0,female
DM,2006,0-14,0.0,female
DM,2007,0-14,0.0,female
DM,2008,0-14,0.0,female
DO,1996,0-14,21.0,female
DO,1997,0-14,53.0,female
DO,1998,0-14,60.0,female
DO,1999,0-14,99.0,female
DO,2000,0-14,65.0,female
DO,2002,0-14,35.0,female
DO,2003,0-14,48.0,female
DO,2004,0-14,39.0,female
DO,2005,0-14,57.0,female
DO,2006,0-14,38.0,female
DO,2007,0-14,29.0,female
DO,2008,0-14,34.0,female
DZ,1997,0-14,92.0,female
DZ,1999,0-14,92.0,female
DZ,2000,0-14,36.0,female
DZ,2001,0-14,79.0,female
DZ,2002,0-14,71.0,female
DZ,2003,0-14,74.0,female
DZ,2004,0-14,92.0,female
DZ,2005,0-14,102.0,female
DZ,2006,0-14,80.0,female
DZ,2007,0-14,109.0,female
DZ,2008,0-14,150.0,female
EC,1998,0-14,44.0,female
EC,2001,0-14,37.0,female
EC,2003,0-14,24.0,female
EC,2004,0-14,108.0,female
EC,2005,0-14,48.0,female
EC,2006,0-14,46.0,female
EC,2007,0-14,57.0,female
EC,2008,0-14,56.0,female
EE,1996,0-14,0.0,female
EE,1997,0-14,0.0,female
EE,1998,0-14,0.0,female
EE,1999,0-14,0.0,female
EE,2000,0-14,0.0,female
EE,2001,0-14,0.0,female
EE,2002,0-14,0.0,female
EE,2003,0-14,0.0,female
EE,2004,0-14,0.0,female
EE,2005,0-14,0.0,female
EE,2006,0-14,0.0,female
EE,2007,0-14,0.0,female
EE,2008,0-14,0.0,female
EG,1995,0-14,134.0,female
EG,1996,0-14,64.0,female
EG,1997,0-14,64.0,female
EG,1998,0-14,60.0,female
EG,1999,0-14,57.0,female
EG,2000,0-14,55.0,female
EG,2001,0-14,57.0,female
EG,2002,0-14,77.0,female
EG,2003,0-14,57.0,female
EG,2004,0-14,44.0,female
EG,2005,0-14,48.0,female
EG,2006,0-14,64.0,female
EG,2007,0-14,25.0,female
EG,2008,0-14,7.0,female
ER,1997,0-14,0.0,female
ER,1998,0-14,3.0,female
ER,1999,0-14,3.0,female
ER,2000,0-14,10.0,female
ER,2001,0-14,9.0,female
ER,2002,0-14,15.0,female
ER,2003,0-14,27.0,female
ER,2004,0-14,13.0,female
ER,2005,0-14,8.0,female
ER,2006,0-14,17.0,female
ER,2007,0-14,2.0,female
ES,1995,0-14,23.0,female
ES,1998,0-14,3.0,female
ES,2001,0-14,15.0,female
ES,2002,0-14,17.0,female
ES,2003,0-14,6.0,female
ES,2004,0-14,9.0,female
ES,2005,0-14,10.0,female
ES,2006,0-14,17.0,female
ES,2007,0-14,12.0,female
ES,2008,0-14,13.0,female
ET,1995,0-14,283.0,female
ET,1996,0-14,369.0,female
ET,1997,0-14,687.0,female
ET,1998,0-14,832.0,female
ET,1999,0-14,798.0,female
ET,2000,0-14,1037.0,female
ET,2001,0-14,1107.0,female
ET,2002,0-14,1614.0,female
ET,2003,0-14,1387.0,female
ET,2004,0-14,1367.0,female
ET,2005,0-14,1326.0,female
ET,2006,0-14,1178.0,female
ET,2007,0-14,1229.0,female
ET,2008,0-14,1167.0,female
FI,1995,0-14,1.0,female
FI,1996,0-14,0.0,female
FI,1997,0-14,0.0,female
FI,1998,0-14,0.0,female
FI,1999,0-14,0.0,female
FI,2000,0-14,0.0,female
FI,2001,0-14,0.0,female
FI,2002,0-14,0.0,female
FI,2003,0-14,0.0,female
FI,2004,0-14,0.0,female
FI,2005,0-14,0.0,female
FI,2006,0-14,0.0,female
FI,2007,0-14,0.0,female
FI,2008,0-14,0.0,female
FJ,1994,0-14,0.0,female
FJ,1995,0-14,1.0,female
FJ,1996,0-14,3.0,female
FJ,1997,0-14,0.0,female
FJ,1998,0-14,2.0,female
FJ,1999,0-14,0.0,female
FJ,2000,0-14,0.0,female
FJ,2001,0-14,0.0,female
FJ,2002,0-14,2.0,female
FJ,2003,0-14,1.0,female
FJ,2004,0-14,0.0,female
FJ,2005,0-14,7.0,female
FJ,2006,0-14,1.0,female
FJ,2007,0-14,7.0,female
FM,1995,0-14,0.0,female
FM,1996,0-14,0.0,female
FM,1997,0-14,1.0,female
FM,1998,0-14,2.0,female
FM,2000,0-14,4.0,female
FM,2001,0-14,1.0,female
FM,2002,0-14,3.0,female
FM,2003,0-14,4.0,female
FM,2004,0-14,3.0,female
FM,2006,0-14,5.0,female
FM,2007,0-14,5.0,female
FM,2008,0-14,1.0,female
FR,1995,0-14,36.0,female
FR,1996,0-14,22.0,female
FR,1997,0-14,17.0,female
FR,1999,0-14,25.0,female
FR,2000,0-14,18.0,female
FR,2001,0-14,17.0,female
FR,2002,0-14,13.0,female
FR,2003,0-14,16.0,female
FR,2004,0-14,11.0,female
FR,2005,0-14,16.0,female
FR,2006,0-14,15.0,female
FR,2007,0-14,20.0,female
FR,2008,0-14,8.0,female
GA,1995,0-14,9.0,female
GA,1996,0-14,5.0,female
GA,1998,0-14,15.0,female
GA,1999,0-14,15.0,female
GA,2001,0-14,27.0,female
GA,2002,0-14,18.0,female
GA,2003,0-14,16.0,female
GA,2004,0-14,15.0,female
GA,2005,0-14,19.0,female
GA,2006,0-14,19.0,female
GA,2008,0-14,29.0,female
GB,1997,0-14,8.0,female
GB,1998,0-14,9.0,female
GB,1999,0-14,6.0,female
GB,2000,0-14,9.0,female
GB,2001,0-14,15.0,female
GB,2002,0-14,6.0,female
GB,2003,0-14,14.0,female
GB,2004,0-14,13.0,female
GB,2005,0-14,14.0,female
GB,2006,0-14,22.0,female
GB,2007,0-14,20.0,female
GB,2008,0-14,16.0,female
GD,1997,0-14,0.0,female
GD,1999,0-14,0.0,female
GD,2006,0-14,0.0,female
GE,1995,0-14,2.0,female
GE,1996,0-14,1.0,female
GE,1997,0-14,0.0,female
GE,1998,0-14,4.0,female
GE,1999,0-14,3.0,female
GE,2000,0-14,1.0,female
GE,2001,0-14,2.0,female
GE,2002,0-14,5.0,female
GE,2003,0-14,1.0,female
GE,2004,0-14,3.0,female
GE,2005,0-14,4.0,female
GE,2006,0-14,5.0,female
GE,2007,0-14,6.0,female
GE,2008,0-14,108.0,female
GH,1995,0-14,40.0,female
GH,1996,0-14,32.0,female
GH,1997,0-14,90.0,female
GH,1998,0-14,85.0,female
GH,1999,0-14,80.0,female
GH,2000,0-14,74.0,female
GH,2001,0-14,128.0,female
GH,2002,0-14,98.0,female
GH,2003,0-14,83.0,female
GH,2004,0-14,69.0,female
GH,2005,0-14,68.0,female
GH,2006,0-14,70.0,female
GH,2007,0-14,75.0,female
GM,1995,0-14,4.0,female
GM,1996,0-14,20.0,female
GM,1997,0-14,5.0,female
GM,1998,0-14,7.0,female
GM,1999,0-14,10.0,female
GM,2002,0-14,5.0,female
GM,2003,0-14,8.0,female
GM,2004,0-14,7.0,female
GM,2005,0-14,2.0,female
GM,2006,0-14,5.0,female
GM,2008,0-14,9.0,female
GN,1995,0-14,28.0,female
GN,1996,0-14,30.0,female
GN,1997,0-14,38.0,female
GN,1998,0-14,37.0,female
GN,1999,0-14,44.0,female
GN,2000,0-14,66.0,female
GN,2001,0-14,59.0,female
GN,2002,0-14,42.0,female
GN,2003,0-14,53.0,female
GN,2004,0-14,62.0,female
GN,2005,0-14,65.0,female
GN,2006,0-14,85.0,female
GN,2007,0-14,76.0,female
GN,2008,0-14,64.0,female
GQ,1995,0-14,2.0,female
GQ,1997,0-14,3.0,female
GQ,1998,0-14,3.0,female
GQ,2004,0-14,9.0,female
GQ,2008,0-14,10.0,female
GR,1997,0-14,0.0,female
GR,1998,0-14,11.0,female
GR,1999,0-14,1.0,female
GR,2000,0-14,0.0,female
GR,2001,0-14,0.0,female
GR,2002,0-14,0.0,female
GR,2003,0-14,0.0,female
GR,2004,0-14,0.0,female
GR,2005,0-14,0.0,female
GR,2006,0-14,0.0,female
GR,2007,0-14,0.0,female
GR,2008,0-14,0.0,female
GT,1995,0-14,51.0,female
GT,1996,0-14,48.0,female
GT,1997,0-14,33.0,female
GT,1998,0-14,45.0,female
GT,1999,0-14,24.0,female
GT,2000,0-14,41.0,female
GT,2001,0-14,33.0,female
GT,2002,0-14,42.0,female
GT,2003,0-14,24.0,female
GT,2004,0-14,31.0,female
GT,2005,0-14,38.0,female
GT,2007,0-14,183.0,female
GT,2008,0-14,22.0,female
GU,2000,0-14,0.0,female
GU,2001,0-14,0.0,female
GU,2002,0-14,5.0,female
GU,2003,0-14,1.0,female
GU,2004,0-14,0.0,female
GU,2005,0-14,0.0,female
GU,2006,0-14,0.0,female
GU,2007,0-14,0.0,female
GU,2008,0-14,0.0,female
GW,1996,0-14,7.0,female
GW,2000,0-14,4.0,female
GW,2002,0-14,9.0,female
GW,2003,0-14,7.0,female
GW,2004,0-14,11.0,female
GW,2005,0-14,13.0,female
GW,2006,0-14,7.0,female
GW,2008,0-14,12.0,female
GY,1995,0-14,3.0,female
GY,1996,0-14,4.0,female
GY,1997,0-14,3.0,female
GY,1998,0-14,13.0,female
GY,2000,0-14,1.0,female
GY,2001,0-14,0.0,female
GY,2002,0-14,26.0,female
GY,2003,0-14,12.0,female
GY,2004,0-14,15.0,female
GY,2005,0-14,14.0,female
GY,2006,0-14,1.0,female
GY,2007,0-14,1.0,female
GY,2008,0-14,4.0,female
HK,1997,0-14,12.0,female
HK,1999,0-14,8.0,female
HK,2000,0-14,5.0,female
HK,2001,0-14,13.0,female
HK,2002,0-14,8.0,female
HK,2003,0-14,10.0,female
HK,2004,0-14,6.0,female
HK,2005,0-14,3.0,female
HK,2006,0-14,9.0,female
HK,2007,0-14,1.0,female
HK,2008,0-14,8.0,female
HN,1995,0-14,54.0,female
HN,1996,0-14,43.0,female
HN,1997,0-14,38.0,female
HN,1998,0-14,103.0,female
HN,1999,0-14,100.0,female
HN,2000,0-14,25.0,female
HN,2001,0-14,13.0,female
HN,2002,0-14,65.0,female
HN,2003,0-14,42.0,female
HN,2004,0-14,40.0,female
HN,2005,0-14,27.0,female
HN,2006,0-14,28.0,female
HN,2007,0-14,29.0,female
HN,2008,0-14,26.0,female
HR,1995,0-14,10.0,female
HR,1997,0-14,13.0,female
HR,1998,0-14,19.0,female
HR,1999,0-14,2.0,female
HR,2001,0-14,2.0,female
HR,2002,0-14,0.0,female
HR,2003,0-14,1.0,female
HR,2004,0-14,3.0,female
HR,2005,0-14,1.0,female
HR,2006,0-14,2.0,female
HR,2008,0-14,1.0,female
HT,1996,0-14,224.0,female
HT,1997,0-14,149.0,female
HT,1998,0-14,208.0,female
HT,1999,0-14,285.0,female
HT,2000,0-14,96.0,female
HT,2001,0-14,113.0,female
HT,2002,0-14,118.0,female
HT,2003,0-14,122.0,female
HT,2004,0-14,137.0,female
HT,2005,0-14,116.0,female
HT,2006,0-14,137.0,female
HT,2007,0-14,147.0,female
HT,2008,0-14,154.0,female
HU,1996,0-14,2.0,female
HU,1997,0-14,1.0,female
HU,1998,0-14,0.0,female
HU,1999,0-14,4.0,female
HU,2000,0-14,1.0,female
HU,2001,0-14,0.0,female
HU,2002,0-14,1.0,female
HU,2003,0-14,0.0,female
HU,2004,0-14,2.0,female
HU,2005,0-14,1.0,female
HU,2006,0-14,3.0,female
HU,2007,0-14,3.0,female
HU,2008,0-14,0.0,female
ID,1995,0-14,16.0,female
ID,1996,0-14,54.0,female
ID,1997,0-14,65.0,female
ID,1998,0-14,108.0,female
ID,1999,0-14,140.0,female
ID,2001,0-14,354.0,female
ID,2002,0-14,650.0,female
ID,2003,0-14,608.0,female
ID,2004,0-14,803.0,female
ID,2005,0-14,946.0,female
ID,2006,0-14,985.0,female
ID,2007,0-14,920.0,female
ID,2008,0-14,1015.0,female
IE,1998,0-14,0.0,female
IE,1999,0-14,0.0,female
IE,2000,0-14,0.0,female
IE,2001,0-14,0.0,female
IE,2002,0-14,0.0,female
IE,2003,0-14,0.0,female
IE,2004,0-14,0.0,female
IE,2005,0-14,0.0,female
IE,2006,0-14,0.0,female
IE,2007,0-14,0.0,female
IE,2008,0-14,0.0,female
IL,1996,0-14,2.0,female
IL,1997,0-14,2.0,female
IL,1998,0-14,1.0,female
IL,1999,0-14,3.0,female
IL,2000,0-14,2.0,female
IL,2001,0-14,2.0,female
IL,2002,0-14,3.0,female
IL,2003,0-14,1.0,female
IL,2004,0-14,1.0,female
IL,2005,0-14,1.0,female
IL,2006,0-14,0.0,female
IL,2007,0-14,1.0,female
IL,2008,0-14,2.0,female
IN,1995,0-14,32.0,female
IN,1996,0-14,79.0,female
IN,1997,0-14,125.0,female
IN,1998,0-14,190.0,female
IN,1999,0-14,785.0,female
IN,2000,0-14,2250.0,female
IN,2001,0-14,2125.0,female
IN,2002,0-14,4200.0,female
IN,2003,0-14,4745.0,female
IN,2004,0-14,5860.0,female
IN,2005,0-14,6292.0,female
IN,2006,0-14,6963.0,female
IN,2007,0-14,7575.0,female
IN,2008,0-14,8319.0,female
IQ,1995,0-14,725.0,female
IQ,1997,0-14,384.0,female
IQ,1998,0-14,426.0,female
IQ,1999,0-14,509.0,female
IQ,2000,0-14,37.0,female
IQ,2001,0-14,26.0,female
IQ,2002,0-14,45.0,female
IQ,2003,0-14,43.0,female
IQ,2004,0-14,57.0,female
IQ,2005,0-14,44.0,female
IQ,2006,0-14,38.0,female
IQ,2007,0-14,34.0,female
IQ,2008,0-14,54.0,female
IR,1995,0-14,234.0,female
IR,1996,0-14,113.0,female
IR,1997,0-14,92.0,female
IR,1998,0-14,87.0,female
IR,1999,0-14,51.0,female
IR,2000,0-14,77.0,female
IR,2001,0-14,104.0,female
IR,2002,0-14,77.0,female
IR,2003,0-14,76.0,female
IR,2004,0-14,65.0,female
IR,2005,0-14,45.0,female
IR,2006,0-14,48.0,female
IR,2007,0-14,42.0,female
IR,2008,0-14,42.0,female
IS,1995,0-14,0.0,female
IS,1996,0-14,0.0,female
IS,1997,0-14,0.0,female
IS,1998,0-14,0.0,female
IS,1999,0-14,0.0,female
IS,2000,0-14,0.0,female
IS,2001,0-14,0.0,female
IS,2002,0-14,0.0,female
IS,2003,0-14,0.0,female
IS,2004,0-14,0.0,female
IS,2005,0-14,0.0,female
IS,2006,0-14,0.0,female
IS,2007,0-14,0.0,female
IS,2008,0-14,0.0,female
IT,1995,0-14,7.0,female
IT,1996,0-14,2.0,female
IT,1997,0-14,5.0,female
IT,1998,0-14,10.0,female
IT,1999,0-14,8.0,female
IT,2000,0-14,6.0,female
IT,2001,0-14,4.0,female
IT,2002,0-14,6.0,female
IT,2003,0-14,6.0,female
IT,2004,0-14,16.0,female
IT,2005,0-14,3.0,female
IT,2006,0-14,9.0,female
IT,2007,0-14,7.0,female
IT,2008,0-14,10.0,female
JM,1995,0-14,2.0,female
JM,1996,0-14,1.0,female
JM,1997,0-14,0.0,female
JM,1998,0-14,1.0,female
JM,1999,0-14,2.0,female
JM,2000,0-14,1.0,female
JM,2001,0-14,2.0,female
JM,2002,0-14,1.0,female
JM,2003,0-14,2.0,female
JM,2004,0-14,0.0,female
JM,2005,0-14,0.0,female
JM,2006,0-14,0.0,female
JM,2007,0-14,2.0,female
JM,2008,0-14,1.0,female
JO,1995,0-14,1.0,female
JO,1996,0-14,1.0,female
JO,1997,0-14,3.0,female
JO,1998,0-14,0.0,female
JO,1999,0-14,0.0,female
JO,2000,0-14,0.0,female
JO,2001,0-14,0.0,female
JO,2002,0-14,0.0,female
JO,2003,0-14,1.0,female
JO,2004,0-14,0.0,female
JO,2005,0-14,1.0,female
JO,2006,0-14,0.0,female
JO,2007,0-14,0.0,female
JO,2008,0-14,0.0,female
JP,1995,0-14,14.0,female
JP,1996,0-14,7.0,female
JP,1997,0-14,11.0,female
JP,1998,0-14,6.0,female
JP,1999,0-14,7.0,female
JP,2000,0-14,5.0,female
JP,2001,0-14,5.0,female
JP,2002,0-14,3.0,female
JP,2003,0-14,2.0,female
JP,2004,0-14,6.0,female
JP,2005,0-14,5.0,female
JP,2006,0-14,5.0,female
JP,2007,0-14,3.0,female
JP,2008,0-14,1.0,female
KE,1995,0-14,187.0,female
KE,1996,0-14,252.0,female
KE,1997,0-14,242.0,female
KE,1998,0-14,318.0,female
KE,1999,0-14,373.0,female
KE,2000,0-14,416.0,female
KE,2001,0-14,464.0,female
KE,2002,0-14,392.0,female
KE,2003,0-14,487.0,female
KE,2004,0-14,519.0,female
KE,2005,0-14,577.0,female
KE,2006,0-14,583.0,female
KE,2007,0-14,599.0,female
KE,2008,0-14,586.0,female
KG,1995,0-14,1.0,female
KG,1996,0-14,8.0,female
KG,1997,0-14,4.0,female
KG,1998,0-14,3.0,female
KG,1999,0-14,8.0,female
KG,2000,0-14,6.0,female
KG,2001,0-14,0.0,female
KG,2002,0-14,0.0,female
KG,2003,0-14,0.0,female
KG,2004,0-14,11.0,female
KG,2005,0-14,15.0,female
KG,2006,0-14,13.0,female
KG,2007,0-14,11.0,female
KG,2008,0-14,13.0,female
KH,1995,0-14,123.0,female
KH,1996,0-14,124.0,female
KH,1998,0-14,23.0,female
KH,1999,0-14,51.0,female
KH,2000,0-14,38.0,female
KH,2001,0-14,25.0,female
KH,2002,0-14,54.0,female
KH,2003,0-14,46.0,female
KH,2004,0-14,28.0,female
KH,2005,0-14,45.0,female
KH,2006,0-14,44.0,female
KH,2007,0-14,64.0,female
KH,2008,0-14,72.0,female
KI,1996,0-14,2.0,female
KI,1997,0-14,2.0,female
KI,1998,0-14,2.0,female
KI,1999,0-14,1.0,female
KI,2000,0-14,2.0,female
KI,2001,0-14,4.0,female
KI,2002,0-14,5.0,female
KI,2003,0-14,5.0,female
KI,2004,0-14,7.0,female
KI,2005,0-14,5.0,female
KI,2006,0-14,5.0,female
KI,2007,0-14,8.0,female
KI,2008,0-14,4.0,female
KM,1995,0-14,1.0,female
KM,1996,0-14,1.0,female
KM,1998,0-14,0.0,female
KM,2000,0-14,1.0,female
KM,2001,0-14,2.0,female
KM,2002,0-14,0.0,female
KM,2003,0-14,0.0,female
KM,2005,0-14,2.0,female
KM,2006,0-14,0.0,female
KM,2008,0-14,2.0,female
KN,2008,0-14,0.0,female
KP,1997,0-14,2.0,female
KP,1998,0-14,0.0,female
KP,1999,0-14,10.0,female
KP,2000,0-14,167.0,female
KP,2001,0-14,123.0,female
KP,2002,0-14,140.0,female
KP,2003,0-14,93.0,female
KP,2004,0-14,118.0,female
KP,2005,0-14,166.0,female
KP,2006,0-14,87.0,female
KP,2007,0-14,406.0,female
KP,2008,0-14,479.0,female
KR,1995,0-14,46.0,female
KR,1996,0-14,32.0,female
KR,1997,0-14,31.0,female
KR,1998,0-14,37.0,female
KR,1999,0-14,40.0,female
KR,2000,0-14,25.0,female
KR,2001,0-14,45.0,female
KR,2002,0-14,19.0,female
KR,2003,0-14,32.0,female
KR,2004,0-14,26.0,female
KR,2005,0-14,27.0,female
KR,2006,0-14,27.0,female
KR,2007,0-14,34.0,female
KR,2008,0-14,32.0,female
KW,1995,0-14,0.0,female
KW,1996,0-14,1.0,female
KW,1997,0-14,1.0,female
KW,1998,0-14,0.0,female
KW,1999,0-14,2.0,female
KW,2000,0-14,1.0,female
KW,2001,0-14,1.0,female
KW,2002,0-14,0.0,female
KW,2003,0-14,1.0,female
KW,2004,0-14,0.0,female
KW,2005,0-14,0.0,female
KW,2006,0-14,0.0,female
KW,2007,0-14,0.0,female
KW,2008,0-14,2.0,female
KY,1998,0-14,0.0,female
KY,1999,0-14,0.0,female
KY,2003,0-14,0.0,female
KY,2004,0-14,0.0,female
KY,2006,0-14,0.0,female
KY,2007,0-14,0.0,female
KZ,1997,0-14,47.0,female
KZ,1998,0-14,62.0,female
KZ,1999,0-14,60.0,female
KZ,2000,0-14,84.0,female
KZ,2001,0-14,88.0,female
KZ,2002,0-14,68.0,female
KZ,2004,0-14,62.0,female
KZ,2005,0-14,46.0,female
KZ,2006,0-14,30.0,female
KZ,2007,0-14,38.0,female
KZ,2008,0-14,44.0,female
LA,1995,0-14,3.0,female
LA,1996,0-14,4.0,female
LA,1997,0-14,2.0,female
LA,1998,0-14,6.0,female
LA,1999,0-14,9.0,female
LA,2000,0-14,10.0,female
LA,2001,0-14,6.0,female
LA,2002,0-14,2.0,female
LA,2003,0-14,7.0,female
LA,2004,0-14,12.0,female
LA,2005,0-14,7.0,female
LA,2006,0-14,13.0,female
LA,2007,0-14,7.0,female
LA,2008,0-14,10.0,female
LB,1995,0-14,1.0,female
LB,1996,0-14,4.0,female
LB,1997,0-14,3.0,female
LB,1998,0-14,3.0,female
LB,1999,0-14,1.0,female
LB,2000,0-14,4.0,female
LB,2001,0-14,3.0,female
LB,2002,0-14,2.0,female
LB,2003,0-14,3.0,female
LB,2004,0-14,0.0,female
LB,2005,0-14,1.0,female
LB,2006,0-14,1.0,female
LB,2007,0-14,1.0,female
LB,2008,0-14,2.0,female
LC,1997,0-14,1.0,female
LC,1998,0-14,0.0,female
LC,2000,0-14,0.0,female
LC,2003,0-14,0.0,female
LC,2004,0-14,0.0,female
LC,2005,0-14,1.0,female
LC,2008,0-14,1.0,female
LK,1995,0-14,15.0,female
LK,1996,0-14,18.0,female
LK,1997,0-14,23.0,female
LK,1998,0-14,22.0,female
LK,1999,0-14,10.0,female
LK,2000,0-14,23.0,female
LK,2001,0-14,18.0,female
LK,2002,0-14,19.0,female
LK,2003,0-14,14.0,female
LK,2004,0-14,18.0,female
LK,2005,0-14,19.0,female
LK,2006,0-14,13.0,female
LK,2007,0-14,16.0,female
LK,2008,0-14,26.0,female
LR,1996,0-14,44.0,female
LR,1998,0-14,18.0,female
LR,2000,0-14,21.0,female
LR,2001,0-14,18.0,female
LR,2002,0-14,26.0,female
LR,2003,0-14,12.0,female
LR,2004,0-14,39.0,female
LR,2005,0-14,37.0,female
LR,2006,0-14,55.0,female
LR,2008,0-14,56.0,female
LS,1995,0-14,14.0,female
LS,1996,0-14,7.0,female
LS,1997,0-14,29.0,female
LS,1998,0-14,10.0,female
LS,2000,0-14,11.0,female
LS,2002,0-14,14.0,female
LS,2003,0-14,32.0,female
LS,2004,0-14,22.0,female
LS,2005,0-14,19.0,female
LS,2006,0-14,50.0,female
LS,2007,0-14,4.0,female
LS,2008,0-14,24.0,female
LT,1995,0-14,5.0,female
LT,1996,0-14,6.0,female
LT,1997,0-14,5.0,female
LT,1998,0-14,0.0,female
LT,1999,0-14,0.0,female
LT,2000,0-14,0.0,female
LT,2001,0-14,1.0,female
LT,2002,0-14,0.0,female
LT,2003,0-14,0.0,female
LT,2004,0-14,1.0,female
LT,2005,0-14,1.0,female
LT,2006,0-14,0.0,female
LT,2007,0-14,0.0,female
LT,2008,0-14,1.0,female
LU,1996,0-14,1.0,female
LU,1997,0-14,1.0,female
LU,1998,0-14,1.0,female
LU,2001,0-14,0.0,female
LU,2002,0-14,0.0,female
LU,2003,0-14,0.0,female
LU,2004,0-14,0.0,female
LU,2005,0-14,0.0,female
LU,2006,0-14,0.0,female
LU,2007,0-14,0.0,female
LU,2008,0-14,0.0,female
LV,1995,0-14,0.0,female
LV,1996,0-14,0.0,female
LV,1997,0-14,1.0,female
LV,1998,0-14,1.0,female
LV,1999,0-14,2.0,female
LV,2000,0-14,2.0,female
LV,2001,0-14,2.0,female
LV,2002,0-14,0.0,female
LV,2003,0-14,0.0,female
LV,2004,0-14,2.0,female
LV,2005,0-14,0.0,female
LV,2006,0-14,0.0,female
LV,2007,0-14,1.0,female
LV,2008,0-14,0.0,female
LY,1995,0-14,5.0,female
LY,1996,0-14,4.0,female
LY,1999,0-14,6.0,female
LY,2000,0-14,6.0,female
LY,2003,0-14,4.0,female
LY,2004,0-14,1.0,female
LY,2005,0-14,8.0,female
LY,2006,0-14,8.0,female
LY,2007,0-14,4.0,female
LY,2008,0-14,6.0,female
MA,1995,0-14,191.0,female
MA,1996,0-14,217.0,female
MA,1997,0-14,238.0,female
MA,1998,0-14,182.0,female
MA,1999,0-14,156.0,female
MA,2000,0-14,170.0,female
MA,2001,0-14,156.0,female
MA,2002,0-14,144.0,female
MA,2003,0-14,168.0,female
MA,2004,0-14,149.0,female
MA,2005,0-14,167.0,female
MA,2006,0-14,155.0,female
MA,2007,0-14,123.0,female
MA,2008,0-14,124.0,female
MC,1999,0-14,0.0,female
MD,1995,0-14,2.0,female
MD,1996,0-14,2.0,female
MD,1997,0-14,0.0,female
MD,1998,0-14,2.0,female
MD,1999,0-14,3.0,female
MD,2000,0-14,1.0,female
MD,2001,0-14,6.0,female
MD,2002,0-14,11.0,female
MD,2003,0-14,1.0,female
MD,2004,0-14,11.0,female
MD,2005,0-14,3.0,female
MD,2006,0-14,7.0,female
MD,2007,0-14,2.0,female
MD,2008,0-14,4.0,female
ME,2005,0-14,0.0,female
ME,2007,0-14,0.0,female
ME,2008,0-14,0.0,female
MG,1995,0-14,100.0,female
MG,1996,0-14,106.0,female
MG,1998,0-14,108.0,female
MG,2001,0-14,190.0,female
MG,2002,0-14,163.0,female
MG,2003,0-14,216.0,female
MG,2004,0-14,130.0,female
MG,2005,0-14,150.0,female
MG,2006,0-14,208.0,female
MG,2007,0-14,223.0,female
MG,2008,0-14,251.0,female
MH,1996,0-14,12.0,female
MH,1998,0-14,0.0,female
MH,1999,0-14,2.0,female
MH,2000,0-14,7.0,female
MH,2001,0-14,5.0,female
MH,2002,0-14,0.0,female
MH,2003,0-14,4.0,female
MH,2004,0-14,1.0,female
